states,cities,population,violent_crime,murder,rape,robbery,agrv_assault,prop_crime,burglary,larceny,vehicle_theft
Rhode Island,Providence,"177,882",636.9,9.6,47.2,203.5,376.7,2552.05,,,654.4
Utah,Provo,"116,879",127.5,,30.8,16.3,80.4,2552.05,257.5,,96.7
Colorado,Pueblo,"109,065",730.8,7.3,19.3,182.5,521.7,2552.05,,,452.0
California,Rancho Cucamonga,"169,276",189.6,2.4,9.5,66.2,111.7,2552.05,862.5,,280.6
Nevada,Reno,"230,486",517.2,3.0,14.3,141.9,357.9,2552.05,708.5,,382.2
California,Rialto,"101,595",501.0,3.9,16.7,197.8,282.5,2552.05,883.9,,861.3
Texas,Richardson,"103,266",165.6,1.9,26.1,77.5,60.0,2552.05,675.9,,126.9
California,Richmond,"106,357",283.1,16.9,33.8,367.6,674.1,2552.05,,,
Virginia,Richmond,"207,799",648.7,20.2,18.3,304.6,305.6,2552.05,976.9,,450.0
Minnesota,Rochester,"108,582",283.1,1.8,,50.7,95.8,2552.05,455.9,,82.0
New York,Rochester,"211,993",976.0,17.0,52.8,385.4,520.8,2552.05,,,293.4
Illinois,Rockford,"152,293",283.1,5.9,81.4,327.7,952.8,2552.05,,,250.2
California,Roseville,"122,896",238.4,1.6,12.2,68.4,156.2,2552.05,422.3,,189.6
Texas,Round Rock,"106,232",132.7,,30.1,42.4,60.2,2552.05,316.3,,73.4
Oregon,Salem,"157,353",358.4,4.4,25.4,87.7,240.9,2552.05,662.8,,463.9
California,Salinas,"154,413",665.1,13.6,26.6,316.0,308.9,2552.05,788.8,,700.7
Utah,Salt Lake City,"192,465",675.4,4.2,63.4,164.2,443.7,2552.05,947.7,,886.4
California,San Bernardino,"214,987",940.5,21.9,26.0,373.5,519.1,2552.05,,,
California,Santa Clara,"119,360",185.2,,8.4,51.1,125.7,2552.05,489.3,,376.2
California,Santa Clarita,"179,248",190.8,0.6,16.7,53.6,119.9,2552.05,343.7,,169.6
California,Santa Maria,"101,207",681.8,,20.7,143.3,517.8,2552.05,703.5,,395.2
California,Santa Rosa,"170,862",372.2,1.2,39.2,73.7,258.1,2552.05,424.3,,184.9
Georgia,Savannah-Chatham Metropolitan,"231,285",379.6,9.9,10.8,212.3,146.6,2552.05,900.6,,284.9
Arizona,Scottsdale,"223,432",147.2,1.3,18.8,51.5,75.6,2552.05,561.7,,107.9
Louisiana,Shreveport,"202,164",766.7,8.4,45.5,214.2,498.6,2552.05,,,229.5
California,Simi Valley,"126,686",111.3,2.4,5.5,28.4,75.0,2552.05,314.2,,97.9
South Dakota,Sioux Falls,"158,354",398.5,1.3,87.8,44.2,265.2,2552.05,567.7,,188.8
Indiana,South Bend,"101,398",613.4,17.8,54.2,311.6,229.8,2552.05,,,281.1
Washington,Spokane,"212,163",645.3,6.1,38.2,253.1,347.8,2552.05,,,987.4
Illinois,Springfield,"117,131",971.6,8.5,64.9,222.0,676.2,2552.05,,,206.6
Massachusetts,Springfield,"154,518",283.1,7.1,25.2,350.8,656.2,2552.05,,,491.9
Missouri,Springfield,"160,962",991.5,9.9,87.6,219.3,674.7,2552.05,,,652.9
Florida,St. Petersburg,"248,340",901.6,6.0,37.9,235.6,622.1,2552.05,,,352.7
Connecticut,Stamford,"124,201",282.6,4.0,20.1,116.7,141.7,2552.05,233.5,,136.9
Michigan,Sterling Heights,"129,974",178.5,3.1,12.3,23.1,140.0,2552.05,274.7,,124.6
California,Sunnyvale,"143,606",118.4,2.1,9.7,49.4,57.1,2552.05,364.9,,233.3
Arizona,Surprise,"120,793",134.1,2.5,6.6,51.3,73.7,2552.05,429.7,,97.7
New York,Syracuse,"145,934",940.2,9.6,51.4,311.1,568.1,2552.05,,,261.8
Washington,Tacoma,"202,646",797.0,5.9,45.9,239.8,505.3,2552.05,,,940.6
Florida,Tallahassee,"185,461",853.0,6.5,62.0,283.1,501.5,2552.05,,,282.5
California,Temecula,"103,414",93.8,,9.7,51.3,32.9,2552.05,568.6,,205.0
Arizona,Tempe,"166,061",528.7,6.6,26.5,152.4,343.2,2552.05,752.7,,294.5
Colorado,Thornton,"123,115",269.7,0.8,47.1,33.3,188.4,2552.05,386.6,,284.3
California,Thousand Oaks,"129,171",121.5,,17.8,35.6,68.1,2552.05,215.2,,69.7
Kansas,Topeka,"128,843",599.2,11.6,30.3,183.9,373.3,2552.05,991.1,,463.4
California,Torrance,"147,851",128.5,2.7,11.5,62.2,52.1,2552.05,357.8,,228.6
Texas,Tyler,"100,040",535.8,3.0,45.0,92.0,395.8,2552.05,,,130.9
California,Vallejo,"117,912",744.6,11.9,37.3,322.3,373.2,2552.05,,,
Washington,Vancouver,"166,375",355.8,3.0,43.3,103.4,206.2,2552.05,627.5,,655.7
California,Ventura,"108,511",285.7,0.9,22.1,129.0,133.6,2552.05,717.0,,259.9
California,Victorville,"118,687",569.6,5.1,33.7,187.0,343.8,2552.05,,,545.1
California,Visalia,"127,604",426.3,3.9,34.5,105.0,282.9,2552.05,961.6,,412.2
Texas,Waco,"128,595",493.8,4.7,49.0,141.5,298.6,2552.05,,,120.5
Michigan,Warren,"134,340",532.2,,67.7,110.2,354.3,2552.05,743.6,,550.1
Connecticut,Waterbury,"110,486",296.9,4.5,6.3,167.4,118.6,2552.05,599.2,,464.3
California,West Covina,"107,861",260.5,1.9,10.2,100.1,148.3,2552.05,506.2,,503.4
Utah,West Jordan,"107,103",185.8,1.9,22.4,30.8,130.7,2552.05,442.6,,212.9
Florida,West Palm Beach,"102,422",801.6,16.6,30.3,326.1,428.6,2552.05,,,306.6
Utah,West Valley,"133,725",447.9,0.7,67.3,89.7,290.1,2552.05,702.9,,491.3
Colorado,Westminster,"109,461",259.5,1.8,26.5,46.6,184.5,2552.05,360.9,,264.0
Texas,Wichita Falls,"105,488",450.3,4.7,34.1,142.2,269.2,2552.05,,,218.0
North Carolina,Wilmington,"109,370",565.1,7.3,21.0,238.6,298.1,2552.05,,,341.0
North Carolina,Winston-Salem,"234,687",663.0,2.6,31.5,182.4,446.6,2552.05,,,290.6
New Jersey,Woodbridge Township,"100,612",121.3,,3.0,54.7,63.6,2552.05,335.9,,114.3
Massachusetts,Worcester,"183,247",959.4,4.4,18.0,228.7,708.3,2552.05,,,253.8
New York,Yonkers,"198,464",570.9,2.0,14.1,212.6,342.1,2552.05,269.6,906.5,116.4
 Alabama,Mobile3,"248,431",283.1,20.13,58.16,177.11,485.85,2552.05,,,506.78
 Alaska,Anchorage,"296,188",283.1,9.12,132.01,262.67,799.49,2552.05,748.17,,
 Arizona,Chandler,"249,355",283.1,2.01,52.13,56.95,148.38,2552.05,314.41,,149.18
 Arizona,Gilbert,"242,090",283.1,2.07,16.11,21.07,46.26,2552.05,192.49,,55.76
 Arizona,Glendale,"249,273",283.1,4.81,38.91,192.96,251.53,2552.05,637.45,,466.56
 Arizona,Mesa,"492,268",283.1,4.67,51.19,92.23,267.74,2552.05,381.5,,179.58
 Arizona,Phoenix,"1,608,139",283.1,9.55,69.46,200.28,481.64,2552.05,778.57,,465.46
 Arizona,Scottsdale,"251,840",283.1,1.99,40.9,39.71,74.65,2552.05,348.63,,97.68
 Arizona,Tucson,"1,532,323",283.1,8.64,93.55,268.82,430.75,2552.05,831.07,,452.17
 California,Anaheim,"353,400",283.1,2.83,32.54,135.82,183.36,2552.05,382.29,,439.16
 California,Bakersfield,"381,154",283.1,10.76,24.14,197.56,246.88,2552.05,962.08,,728.58
 California,Chula Vista,"271,109",283.1,0.74,22.87,112.13,162.3,2552.05,236.07,915.5,280.7
 California,Fremont,"236,368",283.1,0.85,28.77,79.11,73.61,2552.05,284.73,,365.95
 California,Fresno,"526,371",283.1,10.64,33.06,182.0,339.3,2552.05,693.24,,529.85
 California,Irvine,"276,115",283.1,0.72,16.66,19.92,23.9,2552.05,227.08,,70.26
 California,Long Beach,"471,397",283.1,4.67,43.06,262.41,347.69,2552.05,586.55,,578.92
 California,Los Angeles,"3,898,747",283.1,7.01,61.27,269.87,423.17,2552.05,415.96,,478.97
 California,Oakland,"424,915",283.1,16.24,94.14,629.77,559.17,2552.05,617.06,,
 California,Riverside,"328,023",283.1,3.66,50.61,165.84,288.7,2552.05,510.03,,527.4
 California,Sacramento,"499,997",283.1,7.8,19.8,220.0,428.0,2552.05,577.6,,543.6
 California,San Bernardino,"217,259",283.1,15.65,72.72,403.67,799.05,2552.05,983.16,,
 California,San Diego,"1,386,932",283.1,2.46,39.25,99.01,225.89,2552.05,268.03,,360.57
 California,San Francisco,"881,255",283.1,6.35,41.65,365.39,301.62,2552.05,560.0,,548.54
 California,San Jose,"1,013,240",283.1,3.08,55.03,132.62,212.91,2552.05,378.4,,777.62
 California,Santa Ana,"335,699",283.1,6.26,56.0,180.22,246.05,2552.05,276.74,,589.81
 California,Santa Clara,"216,350",283.1,1.85,18.49,56.39,85.97,2552.05,311.53,923.04,189.51
 California,Stockton4,"309,566",283.1,17.77,49.75,390.22,956.82,2552.05,691.29,,661.89
 Colorado,Aurora,"368,018",283.1,8.15,86.68,184.5,329.06,2552.05,454.05,,594.81
 Colorado,Colorado Springs,"472,958",283.1,6.13,103.39,101.91,312.71,2552.05,530.28,,451.41
 Colorado,Denver,"706,616",283.1,8.35,98.92,174.35,393.99,2552.05,612.92,,786.85
 District of Columbia,"Washington, D.C.","693,972",283.1,16.72,63.84,338.77,529.42,2552.05,260.53,,366.73
 Florida,Hialeah,"238,260",283.1,2.52,13.85,64.64,117.52,2552.05,248.89,,287.5
 Florida,Jacksonville,"894,638",283.1,12.18,60.14,153.81,405.19,2552.05,631.09,,326.95
 Florida,Miami,"463,009",283.1,11.23,22.68,211.23,475.8,2552.05,526.99,,396.32
 Florida,Orlando,"283,982",283.1,8.1,64.44,213.04,458.48,2552.05,840.9,,488.41
 Florida,St. Petersburg,"263,712",283.1,7.58,51.57,189.22,450.11,2552.05,671.95,,370.86
 Florida,Tampa,"384,360",283.1,10.15,31.48,105.63,317.15,2552.05,321.31,,147.52
 Georgia,Atlanta,"481,343",283.1,16.41,58.59,293.55,567.16,2552.05,704.28,,684.96
 Georgia,Savannah,"242,941",283.1,14.41,41.16,156.83,250.27,2552.05,549.52,,386.93
 Hawaii,Honolulu,"990,384",283.1,3.23,28.78,91.68,122.68,2552.05,336.33,,364.1
 Idaho,Boise,"225,677",283.1,0.89,63.81,22.6,191.87,2552.05,326.13,,153.32
 Illinois,Chicago,"2,746,388",283.1,18.26,65.11,439.26,570.36,2552.05,477.13,,427.84
 Indiana,Fort Wayne,"266,259",283.1,13.9,51.08,112.3,180.28,2552.05,491.25,,199.81
 Indiana,Indianapolis,"870,788",283.1,17.91,76.71,400.21,839.13,2552.05,,,563.17
 Iowa,Des Moines,"217,277",283.1,12.89,33.6,167.53,456.1,2552.05,,,579.9
 Kansas,Wichita,"391,084",283.1,8.95,97.68,153.16,762.5,2552.05,838.95,,633.62
 Kentucky,Lexington,"322,332",283.1,9.0,62.05,169.7,110.13,2552.05,647.47,,394.93
 Kentucky,Louisville Metro6,"684,362",283.1,15.93,25.57,193.76,411.77,2552.05,821.64,,564.61
 Louisiana,Baton Rouge,"227,403",283.1,38.26,43.97,381.7,562.88,2552.05,,,435.79
 Louisiana,New Orleans,"397,447",283.1,39.5,144.67,329.1,608.13,2552.05,560.83,,636.81
 Maryland,Baltimore,"613,217",283.1,55.77,62.29,958.71,950.23,2552.05,,,843.26
 Massachusetts,Boston,"682,903",283.1,8.35,42.47,205.59,412.8,2552.05,308.83,,176.45
 Michigan,Detroit,"670,792",283.1,39.8,103.91,393.42,,2552.05,,,
 Minnesota,Minneapolis,"418,971",283.1,10.02,122.68,434.16,534.4,2552.05,897.91,,569.97
 Minnesota,St. Paul,"306,696",283.1,7.17,70.75,227.26,345.62,2552.05,741.45,,679.5
 Missouri,Kansas City,"484,948",283.1,30.93,91.76,383.13,,2552.05,960.52,,912.88
 Missouri,St. Louis,"310,284",283.1,66.07,93.14,626.52,,2552.05,,,874.36
 Nebraska,Omaha,"449,388",283.1,6.9,91.24,139.08,410.11,2552.05,464.63,,778.84
 Nevada,Henderson,"299,285",283.1,3.34,28.74,80.19,72.84,2552.05,363.87,,214.18
 Nevada,Las Vegas,"627,244",283.1,12.6,79.64,211.15,315.5,2552.05,805.17,,503.06
 Nevada,North Las Vegas,"242,537",283.1,9.07,47.83,232.95,724.84,2552.05,804.0,,544.66
 Nevada,Reno,"248,531",283.1,7.64,57.14,153.7,455.07,2552.05,541.98,,576.19
 New Jersey,Jersey City,"267,906",283.1,7.84,45.91,199.32,256.43,2552.05,417.68,,183.27
 New Jersey,Newark,"283,673",283.1,27.14,40.89,377.19,451.22,2552.05,423.73,,843.22
 New Mexico,Albuquerque,"561,375",283.1,12.47,84.26,521.93,750.48,2552.05,,,
 New York,Buffalo,"256,169",283.1,15.61,55.43,334.54,613.66,2552.05,919.71,,325.18
 New York,New York,"8,804,190",283.1,3.39,27.56,162.42,345.52,2552.05,128.87,,66.56
 North Carolina8,Charlotte-Mecklenburg,"914,609",283.1,9.4,,220.53,433.52,2552.05,701.5,,286.68
 North Carolina8,Durham,"269,088",283.1,8.55,,316.63,467.13,2552.05,867.37,,283.18
 North Carolina8,Greensboro,"290,051",283.1,15.86,,228.93,480.61,2552.05,710.91,,291.67
 Ohio,Cincinnati,"309,317",283.1,23.4,97.62,399.84,426.26,2552.05,,,496.46
 Ohio,Cleveland,"372,624",283.1,27.77,128.97,699.88,700.14,2552.05,,,881.01
 Ohio,Columbus,"905,748",283.1,16.28,105.37,225.06,166.7,2552.05,815.29,,478.79
 Ohio,"Toledo4,5,7","270,871",283.1,12.63,,281.47,661.82,2552.05,,,268.84
 Oklahoma,Oklahoma City,"648,260",283.1,12.49,73.12,172.77,528.95,2552.05,941.75,,431.93
 Oklahoma,Tulsa,"404,868",283.1,17.29,104.48,238.1,680.96,2552.05,,,854.6
 Oregon,Portland,"649,408",283.1,3.7,67.45,160.92,283.64,2552.05,729.13,,
 Pennsylvania,Philadelphia,"1,603,797",283.1,20.06,75.02,382.46,470.04,2552.05,418.25,,348.0
 Pennsylvania,Pittsburgh,"305,932",283.1,17.98,29.42,262.15,346.81,2552.05,526.26,,222.27
 Tennessee,Memphis,"652,765",283.1,27.73,90.38,529.59,,2552.05,,,613.08
 Tennessee,Nashville,"674,942",283.1,16.3,72.9,303.14,745.84,2552.05,631.31,,380.03
 Texas,Arlington4,"397,377",283.1,4.78,63.92,144.95,303.24,2552.05,453.22,,342.24
 Texas,Austin,"971,949",283.1,2.57,85.81,101.55,224.91,2552.05,450.64,,213.9
 Texas,Corpus Christi,"329,256",283.1,6.38,70.46,142.75,482.91,2552.05,677.89,,222.02
 Texas,Dallas,"1,304,379",283.1,12.48,62.08,327.0,373.09,2552.05,737.66,,591.16
 Texas,El Paso,"688,667",283.1,2.76,53.87,58.08,264.13,2552.05,188.33,,116.17
 Texas,Fort Worth,"873,069",283.1,8.02,65.17,147.3,339.72,2552.05,585.98,,309.94
 Texas,Garland,"236,243",283.1,3.39,54.6,135.03,123.6,2552.05,513.88,,342.87
 Texas,Houston,"2,304,580",283.1,11.5,58.42,417.96,607.34,2552.05,731.66,,495.93
 Texas,Irving,"242,062",283.1,3.3,22.31,94.19,107.0,2552.05,400.31,,293.73
 Texas,Laredo,"260,669",283.1,3.84,43.73,59.08,215.22,2552.05,335.29,,65.22
 Texas,Plano,"290,413",283.1,5.17,27.89,40.98,75.75,2552.05,250.68,,116.73
 Texas,San Antonio,"1,434,625",283.1,8.15,83.51,151.11,464.72,2552.05,770.82,,451.37
 Virginia,Chesapeake,"240,119",283.1,4.58,36.23,82.46,295.69,2552.05,276.11,,104.12
 Virginia,Norfolk,"245,190",283.1,14.68,55.06,151.31,334.84,2552.05,471.47,,292.83
 Virginia,Virginia Beach,"454,353",283.1,3.08,22.45,59.87,52.16,2552.05,165.95,,101.02
 Washington,Seattle,"721,365",283.1,3.74,36.87,210.02,382.05,2552.05,,,503.21
 Washington,Spokane,"217,066",283.1,2.76,109.64,105.5,408.63,2552.05,,,800.22
 Wisconsin,Madison,"255,850",283.1,4.3,37.13,82.86,250.15,2552.05,362.32,,168.85
 Wisconsin,Milwaukee,"595,168",283.1,19.83,72.92,490.45,,2552.05,927.13,,924.61
