City,State,Cost of Living Index,State_Code,State_Name,County,Place,Zip_Code,Mean,Median,city,city_ascii,state_id,state_name,county_name,population,density,timezone,zips,Total.Math,Total.Verbal,Academic Subjects.English.Average GPA,Academic Subjects.Mathematics.Average GPA,average_temp_january,average_temp_february,average_temp_march,average_temp_april,average_temp_may,average_temp_june,average_temp_july,average_temp_august,average_temp_september,average_temp_october,average_temp_november,average_temp_december
san luis obispo,ca,136.1,6.0,california,San Luis Obispo County,Edna,93401.0,70959.0,300000.0,san luis obispo,San Luis Obispo,ca,California,San Luis Obispo,47529.0,1362.5,America/Los_Angeles,93401 93405 93403 93406,507.0,496.0,3.42,3.1,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.3111111111111,56.93333333333333,48.47777777777778
sandusky,oh,90.8,39.0,ohio,Adams County,Rome,44870.0,41014.0,33634.0,sandusky,Sandusky,oh,Ohio,Erie,24964.0,1000.3,America/New_York,44870 44871,564.0,557.0,3.61,3.49,31.62,29.04,34.980000000000004,45.16,56.370000000000005,66.25,71.91,72.84,69.56666666666666,61.35555555555556,48.55555555555556,38.25555555555556
santa cruz,ca,163.9,6.0,california,Santa Cruz County,Pleasure Point,95062.0,80553.0,56067.0,santa cruz,Santa Cruz,ca,California,Santa Cruz,167835.0,1859.8,America/Los_Angeles,95065 95064 95060 95062 95061 95063 95067,507.0,496.0,3.42,3.1,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.3111111111111,56.93333333333333,48.47777777777778
santa fe,nm,105.1,35.0,new mexico,Santa Fe County,Agua Fria,87501.0,46094.0,30749.0,santa fe,Santa Fe,nm,New Mexico,Santa Fe,93165.0,647.7,America/Denver,87505 87507 87501 87502 87503 87509,545.0,551.0,3.58,3.36,36.3,37.6,43.29,50.24,57.54,67.05,73.72,73.69,69.82222222222222,61.37777777777777,50.37777777777777,41.06666666666667
santa rosa,ca,141.7,6.0,california,Alameda County,Alameda city,95407.0,28722.0,22157.0,santa rosa,Santa Rosa,ca,California,Sonoma,296180.0,1618.1,America/Los_Angeles,95409 95403 95401 95407 95405 95404 95406,507.0,496.0,3.42,3.1,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.3111111111111,56.93333333333333,48.47777777777778
savannah,ga,97.3,13.0,georgia,Appling County,Baxley city,31401.0,72205.0,44633.0,savannah,Savannah,ga,Georgia,Chatham,316050.0,524.8,America/New_York,31302 31409 31408 31401 31405 31404 31407 31406 31421 31419 31415 31403 31412 31416 31418 31420,486.0,490.0,3.47,3.26,49.53,49.39,54.55,60.57000000000001,67.63,74.94,79.42,80.11,77.80000000000001,71.45555555555556,61.1,53.58888888888889
scranton,pa,91.3,42.0,pennsylvania,Lackawanna County,Dickson City,18508.0,56060.0,42196.0,scranton,Scranton,pa,Pennsylvania,Lackawanna,366334.0,1161.3,America/New_York,18504 18509 18508 18510 18503 18505 18507 18515 18540,505.0,499.0,3.51,3.33,29.94,27.45,32.61,42.260000000000005,53.75,63.28,69.57000000000001,71.03999999999999,67.13333333333334,58.95555555555556,46.73333333333333,36.71111111111111
searcy,ar,85.4,5.0,arkansas,Arkansas County,Stuttgart city,72143.0,36214.0,28270.0,searcy,Searcy,ar,Arkansas,White,22961.0,484.0,America/Chicago,72143 72145 72149,572.0,569.0,3.73,3.64,42.59,41.59,47.56,56.03,64.47,73.14,78.81,79.6,76.76666666666667,68.85555555555555,56.577777777777776,47.56666666666667
seattle,wa,124.6,53.0,washington,Adams County,Hatton,98125.0,38873.0,28154.0,seattle,Seattle,wa,Washington,King,3561397.0,3376.6,America/Los_Angeles,98109 98108 98105 98104 98107 98106 98101 98103 98102 98154 98122 98121 98126 98125 98178 98174 98177 98144 98146 98195 98199 98118 98119 98116 98117 98115 98112 98164 98134 98136 98133 98111 98113 98114 98124 98127 98129 98139 98141 98145 98161 98165 98170 98175 98181 98185 98191 98194,511.0,502.0,3.5,3.22,31.92,33.01,36.760000000000005,42.87,49.86,57.02,63.42999999999999,66.86,62.41111111111112,52.977777777777774,42.922222222222224,34.63333333333333
sebring,fl,93.1,12.0,florida,Alachua County,Gainesville city,33870.0,57063.0,39770.0,sebring,Sebring,fl,Florida,Highlands,11006.0,398.7,America/New_York,33870 33875 33871,481.0,486.0,3.45,3.16,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71.0,65.2
seneca,sc,94.0,45.0,south carolina,Abbeville County,Abbeville city,29672.0,98490.0,68515.0,seneca,Seneca,sc,South Carolina,Oconee,8834.0,413.8,America/New_York,29672 29678 29679,488.0,488.0,3.51,3.32,48.02,47.74,52.620000000000005,59.14,67.11,74.66,79.55,80.25,77.48888888888888,70.6888888888889,59.833333333333336,51.96666666666667
sevierville,tn,103.5,47.0,tennessee,Sevier County,Pittman Center,37876.0,60851.0,49660.0,sevierville,Sevierville,tn,Tennessee,Sevier,17986.0,287.9,America/New_York,37862 37876 37764,574.0,581.0,3.7,3.6,40.77,39.85,45.82,53.78,62.510000000000005,70.96000000000001,76.22,76.92,73.98888888888888,66.52222222222223,54.5,45.67777777777778
shawnee,ok,82.4,40.0,oklahoma,Adair County,Bell,74801.0,35539.0,23228.0,shawnee,Shawnee,ok,Oklahoma,Pottawatomie,31391.0,313.9,America/Chicago,74804 74801 74802,570.0,576.0,3.74,3.6,40.260000000000005,39.62,46.07,55.24,63.52,73.13,79.96000000000001,81.06,77.55555555555556,68.47777777777777,55.75555555555556,45.67777777777778
sheboygan,wi,89.7,55.0,wisconsin,Adams County,Adams city,53081.0,57607.0,52962.0,sheboygan,Sheboygan,wi,Wisconsin,Sheboygan,73531.0,1229.2,America/Chicago,53083 53081,606.0,591.0,3.77,3.64,19.03,15.46,22.79,35.55,48.42,60.65,67.54,68.34,64.22222222222223,54.18888888888889,40.06666666666667,27.73333333333333
shelby,nc,88.1,37.0,north carolina,Cleveland County,Waco,28150.0,35680.0,22787.0,shelby,Shelby,nc,North Carolina,Cleveland,21712.0,375.0,America/New_York,28150 28152 28151,505.0,498.0,3.54,3.34,43.47,42.73,47.6,54.8,63.46,71.31,76.52000000000001,77.38,74.32222222222222,67.27777777777777,56.15555555555555,48.04444444444445
shelton,wa,109.6,53.0,washington,Adams County,Hatton,98584.0,43948.0,35176.0,shelton,Shelton,wa,Washington,Mason,10484.0,696.0,America/Los_Angeles,98584,511.0,502.0,3.5,3.22,31.92,33.01,36.760000000000005,42.87,49.86,57.02,63.42999999999999,66.86,62.41111111111112,52.977777777777774,42.922222222222224,34.63333333333333
sherman,tx,91.3,48.0,texas,Anderson County,Elkhart,75092.0,61326.0,43233.0,sherman,Sherman,tx,Texas,Grayson,69880.0,367.9,America/Chicago,75092 75090 75091,487.0,470.0,3.44,3.27,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666
show low,az,101.9,4.0,arizona,Apache County,Chinle,85901.0,46321.0,33531.0,show low,Show Low,az,Arizona,Navajo,11767.0,69.4,America/Phoenix,85901,529.0,523.0,3.52,3.29,43.37,45.14,50.07,56.64,63.21,72.46000000000001,80.03999999999999,80.58000000000001,76.88888888888889,68.41111111111111,57.66666666666666,47.97777777777778
shreveport,la,85.8,22.0,louisiana,Acadia Parish,Crowley city,71109.0,32874.0,21509.0,shreveport,Shreveport,la,Louisiana,Caddo,283536.0,664.7,America/Chicago,71129 71101 71103 71104 71105 71106 71107 71108 71109 71119 71118 71102 71120 71130 71133 71134 71135 71136 71138 71148 71149 71151 71152 71153 71154 71156 71161 71162 71163 71164 71165 71166,561.0,564.0,3.65,3.5,51.92,51.77,57.39,63.620000000000005,70.2,77.27000000000001,81.53,82.31,80.56666666666666,74.32222222222222,63.888888888888886,56.16666666666666
sierra vista,az,93.2,4.0,arizona,Cochise County,Sierra Vista city,85635.0,69646.0,58812.0,sierra vista,Sierra Vista,az,Arizona,Cochise,45212.0,114.6,America/Phoenix,85650 85635 85613 85670,529.0,523.0,3.52,3.29,43.37,45.14,50.07,56.64,63.21,72.46000000000001,80.03999999999999,80.58000000000001,76.88888888888889,68.41111111111111,57.66666666666666,47.97777777777778
sioux city,ia,87.1,19.0,iowa,Adair County,Greenfield city,51105.0,37901.0,31056.0,sioux city,Sioux City,ia,Iowa,Woodbury,111361.0,564.5,America/Chicago,51106 51104 51105 51103 51101 51108 51109 51111,602.0,590.0,3.77,3.63,23.51,20.47,28.56,41.68,53.55,65.56,72.22999999999999,72.08,68.43333333333334,58.55555555555556,43.91111111111111,31.8
sioux falls,sd,92.8,46.0,south dakota,Aurora County,Storla,57104.0,40840.0,35482.0,sioux falls,Sioux Falls,sd,South Dakota,Minnehaha,204484.0,926.0,America/Chicago,57108 57104 57105 57106 57107 57103 57197 57110 57117 57101 57109 57186 57193,599.0,593.0,3.79,3.68,21.01,19.5,26.410000000000004,38.16,49.06,61.83,70.58,71.76,66.6,54.87777777777777,40.53333333333333,28.25555555555556
somerset,pa,89.3,42.0,pennsylvania,Adams County,Abbottstown,15501.0,78767.0,77650.0,somerset,Somerset,pa,Pennsylvania,Somerset,6030.0,853.3,America/New_York,15501,505.0,499.0,3.51,3.33,29.94,27.45,32.61,42.260000000000005,53.75,63.28,69.57000000000001,71.03999999999999,67.13333333333334,58.95555555555556,46.73333333333333,36.71111111111111
south bend,in,87.2,18.0,indiana,St. Joseph County,Indian Village,46637.0,78132.0,60289.0,south bend,South Bend,in,Indiana,St. Joseph,278061.0,948.2,America/Indiana/Indianapolis,46616 46635 46628 46601 46613 46617 46619 46614 46615 46626 46634 46660 46680 46699,501.0,496.0,3.41,3.17,31.3,28.85,35.3,45.9,57.15,67.45,72.88,73.28,70.26666666666667,61.977777777777774,48.62222222222223,37.922222222222224
spartanburg,sc,91.0,45.0,south carolina,Abbeville County,Abbeville city,29303.0,30235.0,28524.0,spartanburg,Spartanburg,sc,South Carolina,Spartanburg,200000.0,730.2,America/New_York,29302 29301 29307 29306 29304 29319,488.0,488.0,3.51,3.32,48.02,47.74,52.620000000000005,59.14,67.11,74.66,79.55,80.25,77.48888888888888,70.6888888888889,59.833333333333336,51.96666666666667
spokane,wa,100.4,53.0,washington,Adams County,Hatton,99205.0,65182.0,54422.0,spokane,Spokane,wa,Washington,Spokane,456219.0,1279.8,America/Los_Angeles,99201 99203 99202 99205 99204 99207 99208 99258 99224 99223 99001 99212 99209 99210 99219 99220 99252 99256 99260,511.0,502.0,3.5,3.22,31.92,33.01,36.760000000000005,42.87,49.86,57.02,63.42999999999999,66.86,62.41111111111112,52.977777777777774,42.922222222222224,34.63333333333333
springfield,il,87.5,17.0,illinois,Sangamon County,Leland Grove city,62704.0,114086.0,97482.0,springfield,Springfield,il,Illinois,Sangamon,159671.0,721.0,America/Chicago,62711 62712 62629 62702 62703 62701 62706 62707 62704 62705 62715 62716 62719 62722 62726 62736 62739 62756 62757 62761 62762 62763 62765 62766 62767 62769 62776 62777 62781 62786 62796,616.0,599.0,3.68,3.57,30.31,27.58,34.64,46.15,57.59,68.37,73.99,74.15,71.15555555555555,62.400000000000006,48.48888888888889,37.355555555555554
springfield,ma,106.5,25.0,massachusetts,Barnstable County,Barnstable Town city,1104.0,48619.0,45415.0,springfield,Springfield,ma,Massachusetts,Hampden,437752.0,1881.5,America/New_York,01151 01144 01118 01119 01129 01128 01107 01105 01104 01103 01109 01108 01101 01102 01111 01115 01138 01139 01152 01199,530.0,516.0,3.34,3.21,29.84,27.54,31.74,40.57,51.98,62.0,69.28999999999999,71.65,67.13333333333334,58.34444444444445,46.766666666666666,36.71111111111111
springfield,mo,86.7,29.0,missouri,Adair County,Kirksville city,65806.0,14316.0,9920.0,springfield,Springfield,mo,Missouri,Greene,286280.0,784.5,America/Chicago,65810 65897 65619 65801 65802 65803 65804 65806 65807 65809 65805 65808 65814 65817 65890 65898 65899,599.0,596.0,3.7,3.59,34.230000000000004,32.239999999999995,39.18,49.84,59.67999999999999,69.7,75.97,76.3,72.93333333333334,64.07777777777778,50.888888888888886,40.63333333333334
springfield,oh,87.5,39.0,ohio,Adams County,Rome,45503.0,30563.0,24034.0,springfield,Springfield,oh,Ohio,Clark,81620.0,865.6,America/New_York,45503 45501 45506 45505 45504,564.0,557.0,3.61,3.49,31.62,29.04,34.980000000000004,45.16,56.370000000000005,66.25,71.91,72.84,69.56666666666666,61.35555555555556,48.55555555555556,38.25555555555556
st. cloud,mn,95.4,,,,,,,,st. cloud,St. Cloud,mn,Minnesota,Stearns,116649.0,662.4,America/Chicago,56304 56301 56303 56302 56372 56393 56395 56396,,,,,,,,,,,,,,,,
st. george,ut,98.0,,,,,,,,st. george,St. George,ut,Utah,Washington,148895.0,481.3,America/Denver,84770 84790 84791,,,,,,,,,,,,,,,,
st. joseph,mo,85.5,,,,,,,,st. joseph,St. Joseph,mo,Missouri,Buchanan,75033.0,633.0,America/Chicago,64503 64501 64507 64506 64504 64505 64502 64508,,,,,,,,,,,,,,,,
st. louis,mo,89.6,29.0,missouri,St. Louis County,Sappington,63126.0,70673.0,57490.0,st. louis,St. Louis,mo,Missouri,St. Louis,2130881.0,1864.3,America/Chicago,63110 63111 63112 63113 63115 63116 63118 63120 63107 63106 63104 63103 63102 63101 63109 63108 63155 63139 63137 63143 63147 63150 63156 63157 63158 63160 63163 63164 63166 63169 63177 63178 63179 63180 63188 63197,599.0,596.0,3.7,3.59,34.230000000000004,32.239999999999995,39.18,49.84,59.67999999999999,69.7,75.97,76.3,72.93333333333334,64.07777777777778,50.888888888888886,40.63333333333334
state college,pa,99.8,42.0,pennsylvania,Centre County,Julian,16803.0,54085.0,50076.0,state college,State College,pa,Pennsylvania,Centre,83170.0,3449.3,America/New_York,16802 16803 16801 16804 16805,505.0,499.0,3.51,3.33,29.94,27.45,32.61,42.260000000000005,53.75,63.28,69.57000000000001,71.03999999999999,67.13333333333334,58.95555555555556,46.73333333333333,36.71111111111111
statesboro,ga,91.1,13.0,georgia,Appling County,Baxley city,30458.0,47941.0,38070.0,statesboro,Statesboro,ga,Georgia,Bulloch,33185.0,853.4,America/New_York,30460 30461 30458 30459,486.0,490.0,3.47,3.26,49.53,49.39,54.55,60.57000000000001,67.63,74.94,79.42,80.11,77.80000000000001,71.45555555555556,61.1,53.58888888888889
staunton,va,94.5,51.0,virginia,Accomack County,Chincoteague,24401.0,58285.0,41751.0,staunton,Staunton,va,Virginia,Staunton,25581.0,495.8,America/New_York,24401 24402,517.0,518.0,3.47,3.17,38.42,37.34,42.53,50.66,60.16,68.39,74.15,75.25,71.69999999999999,64.21111111111111,52.6,43.68888888888889
stevens point,wi,91.5,55.0,wisconsin,Adams County,Adams city,54481.0,56512.0,38914.0,stevens point,Stevens Point,wi,Wisconsin,Portage,25549.0,574.7,America/Chicago,54481 54482,606.0,591.0,3.77,3.64,19.03,15.46,22.79,35.55,48.42,60.65,67.54,68.34,64.22222222222223,54.18888888888889,40.06666666666667,27.73333333333333
stillwater,ok,86.3,40.0,oklahoma,Adair County,Bell,74075.0,71250.0,57504.0,stillwater,Stillwater,ok,Oklahoma,Payne,48644.0,630.5,America/Chicago,74078 74077 74075 74074 74076,570.0,576.0,3.74,3.6,40.260000000000005,39.62,46.07,55.24,63.52,73.13,79.96000000000001,81.06,77.55555555555556,68.47777777777777,55.75555555555556,45.67777777777778
stockton,ca,113.6,6.0,california,San Joaquin County,Garden Acres,95215.0,45384.0,38763.0,stockton,Stockton,ca,California,San Joaquin,413637.0,1980.5,America/Los_Angeles,95219 95212 95210 95211 95209 95207 95203 95205 95204 95206 95202 95201 95267 95269 95296 95297,507.0,496.0,3.42,3.1,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.3111111111111,56.93333333333333,48.47777777777778
sumter,sc,88.1,45.0,south carolina,Sumter County,Mulberry,29153.0,33122.0,30924.0,sumter,Sumter,sc,South Carolina,Sumter,71234.0,505.8,America/New_York,29154 29152 29153 29150 29151,488.0,488.0,3.51,3.32,48.02,47.74,52.620000000000005,59.14,67.11,74.66,79.55,80.25,77.48888888888888,70.6888888888889,59.833333333333336,51.96666666666667
sunbury,pa,88.6,42.0,pennsylvania,Adams County,Abbottstown,17801.0,67175.0,59448.0,sunbury,Sunbury,pa,Pennsylvania,Northumberland,9680.0,1862.6,America/New_York,17801,505.0,499.0,3.51,3.33,29.94,27.45,32.61,42.260000000000005,53.75,63.28,69.57000000000001,71.03999999999999,67.13333333333334,58.95555555555556,46.73333333333333,36.71111111111111
syracuse,ny,95.1,36.0,new york,Onondaga County,Lyncourt,13208.0,50803.0,44806.0,syracuse,Syracuse,ny,New York,Onondaga,410732.0,2251.6,America/New_York,13210 13214 13290 13224 13207 13206 13205 13204 13203 13202 13208 13244 13201 13217 13218 13221 13235 13252 13261,502.0,489.0,3.41,3.15,25.51,22.45,27.27,37.22,49.98,60.42999999999999,66.99,68.94,64.69999999999999,56.13333333333333,43.91111111111111,33.166666666666664
talladega,al,87.4,1.0,alabama,Autauga County,Autaugaville,35160.0,38882.0,27264.0,talladega,Talladega,al,Alabama,Talladega,15071.0,223.4,America/Chicago,35160 35161,541.0,547.0,3.67,3.47,47.94,47.85,53.67,59.98,67.05,74.59,79.2,79.95,77.9,71.35555555555555,60.15555555555555,52.16666666666666
tallahassee,fl,96.4,12.0,florida,Alachua County,Gainesville city,32303.0,53587.0,39098.0,tallahassee,Tallahassee,fl,Florida,Leon,258696.0,751.3,America/New_York,32310 32312 32313 32399 32307 32306 32304 32303 32301 32309 32308 32311 32302 32314 32315 32316,481.0,486.0,3.45,3.16,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71.0,65.2
tampa,fl,101.4,12.0,florida,Hillsborough County,Citrus Park,33625.0,72435.0,62089.0,tampa,Tampa,fl,Florida,Hillsborough,2861173.0,1320.9,America/New_York,33637 33629 33621 33620 33609 33604 33606 33602 33619 33616 33613 33617 33614 33610 33611 33612 33605 33607 33603 33647 33608 33622 33623 33630 33631 33633 33646 33650 33655 33664 33672 33673 33674 33677 33679 33681 33684 33686 33689,481.0,486.0,3.45,3.16,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71.0,65.2
terre haute,in,84.7,18.0,indiana,Vigo County,Seelyville,47803.0,48356.0,39998.0,terre haute,Terre Haute,in,Indiana,Vigo,80567.0,650.7,America/Indiana/Indianapolis,47804 47807 47802 47803 47809 47801 47808,501.0,496.0,3.41,3.17,31.3,28.85,35.3,45.9,57.15,67.45,72.88,73.28,70.26666666666667,61.977777777777774,48.62222222222223,37.922222222222224
texarkana,tx,86.3,48.0,texas,Bowie County,Texarkana city,75503.0,53960.0,38408.0,texarkana,Texarkana,tx,Texas,Bowie,79570.0,444.7,America/Chicago,75501 75503 75599,487.0,470.0,3.44,3.27,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666
the villages,fl,100.7,12.0,florida,Alachua County,Gainesville city,32162.0,63997.0,52600.0,the villages,The Villages,fl,Florida,Sumter,79108.0,935.5,America/New_York,32163 32162 32159,481.0,486.0,3.45,3.16,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71.0,65.2
toledo,oh,87.5,39.0,ohio,Adams County,Rome,43608.0,34042.0,29178.0,toledo,Toledo,oh,Ohio,Lucas,493302.0,1295.0,America/New_York,43615 43614 43611 43613 43612 43607 43610 43606 43604 43605 43608 43609 43620 43623 43601 43603 43635 43652 43656 43657 43659 43660 43661 43666 43667 43681 43682 43697 43699,564.0,557.0,3.61,3.49,31.62,29.04,34.980000000000004,45.16,56.370000000000005,66.25,71.91,72.84,69.56666666666666,61.35555555555556,48.55555555555556,38.25555555555556
topeka,ks,85.6,20.0,kansas,Allen County,Gas city,66606.0,25050.0,16613.0,topeka,Topeka,ks,Kansas,Shawnee,148185.0,792.2,America/Chicago,66621 66622 66609 66608 66607 66606 66605 66604 66603 66619 66611 66612 66614 66616 66601 66624 66625 66626 66629 66636 66647 66667 66675 66683 66699,594.0,588.0,3.72,3.54,33.279999999999994,32.239999999999995,38.92,49.22,58.32000000000001,69.51,77.17999999999999,77.65,73.80000000000001,63.84444444444445,50.16666666666666,39.27777777777778
torrington,ct,105.2,9.0,connecticut,Litchfield County,Torrington city,6790.0,66065.0,56743.0,torrington,Torrington,ct,Connecticut,Northwest Hills,35510.0,344.8,America/New_York,06790,506.0,504.0,3.33,3.16,31.01,28.610000000000003,33.02,41.88,53.06,62.970000000000006,70.33,72.63,68.06666666666666,59.43333333333333,47.81111111111111,37.82222222222222
traverse city,mi,99.6,26.0,michigan,Benzie County,Hardwood Acres,49684.0,67699.0,300000.0,traverse city,Traverse City,mi,Michigan,Grand Traverse,15468.0,721.6,America/Detroit,49686 49684,610.0,594.0,3.76,3.66,23.95,20.21,25.22,35.96,48.440000000000005,60.07000000000001,66.99,68.59,64.69999999999999,55.34444444444445,42.47777777777778,31.47777777777777
trenton,nj,104.3,34.0,new jersey,Atlantic County,Absecon city,8611.0,47722.0,38302.0,trenton,Trenton,nj,New Jersey,Mercer,362179.0,4571.3,America/New_York,08638 08611 08618 08629 08609 08608 08601 08603 08604 08605 08607 08625 08645 08646 08647 08666 08695,521.0,500.0,3.39,3.25,35.05,32.910000000000004,37.47,46.14,56.79,66.37,73.67999999999999,75.57000000000001,71.24444444444445,62.95555555555556,51.15555555555555,41.5
truckee,ca,132.8,6.0,california,Placer County,Kingvale,96161.0,69749.0,300000.0,truckee,Truckee,ca,California,Nevada,16784.0,200.4,America/Los_Angeles,96161 96160,507.0,496.0,3.42,3.1,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.3111111111111,56.93333333333333,48.47777777777778
tucson,az,97.7,4.0,arizona,Pima County,Catalina,85739.0,61934.0,50113.0,tucson,Tucson,az,Arizona,Pima,878320.0,863.9,America/Phoenix,85705 85707 85706 85709 85710 85756 85723 85726 85724 85701 85708 85719 85748 85745 85747 85716 85714 85715 85712 85713 85711 85734 85730 85721 85702 85703 85717 85725 85731 85732 85738 85751 85754 85775,529.0,523.0,3.52,3.29,43.37,45.14,50.07,56.64,63.21,72.46000000000001,80.03999999999999,80.58000000000001,76.88888888888889,68.41111111111111,57.66666666666666,47.97777777777778
tullahoma,tn,88.7,47.0,tennessee,Anderson County,Clinton city,37388.0,91533.0,300000.0,tullahoma,Tullahoma,tn,Tennessee,Coffee,21107.0,347.7,America/Chicago,37388,574.0,581.0,3.7,3.6,40.77,39.85,45.82,53.78,62.510000000000005,70.96000000000001,76.22,76.92,73.98888888888888,66.52222222222223,54.5,45.67777777777778
tulsa,ok,86.7,40.0,oklahoma,Adair County,Bell,74131.0,76468.0,52837.0,tulsa,Tulsa,ok,Oklahoma,Tulsa,731743.0,804.2,America/Chicago,74137 74134 74132 74133 74130 74136 74135 74146 74145 74127 74126 74112 74114 74115 74119 74015 74106 74129 74128 74120 74171 74110 74116 74117 74107 74105 74103 74104 74108 74101 74121 74141 74147 74148 74149 74150 74152 74153 74155 74156 74158 74159 74169 74170 74172 74182 74186 74187 74192 74193,570.0,576.0,3.74,3.6,40.260000000000005,39.62,46.07,55.24,63.52,73.13,79.96000000000001,81.06,77.55555555555556,68.47777777777777,55.75555555555556,45.67777777777778
tupelo,ms,87.2,28.0,mississippi,Adams County,Cloverdale,38801.0,40783.0,32510.0,tupelo,Tupelo,ms,Mississippi,Lee,37939.0,227.5,America/Chicago,38804 38801 38826 38802 38803,567.0,582.0,3.79,3.72,48.16,47.86,53.760000000000005,60.44,67.67999999999999,75.42999999999999,80.06,80.72,78.74444444444445,72.0,60.45555555555556,52.333333333333336
tuscaloosa,al,91.0,1.0,alabama,Tuscaloosa County,Tuscaloosa city,35406.0,55815.0,38843.0,tuscaloosa,Tuscaloosa,al,Alabama,Tuscaloosa,164414.0,660.0,America/Chicago,35475 35476 35405 35404 35406 35401 35487 35403 35407 35486,541.0,547.0,3.67,3.47,47.94,47.85,53.67,59.98,67.05,74.59,79.2,79.95,77.9,71.35555555555555,60.15555555555555,52.16666666666666
twin falls,id,91.2,16.0,idaho,Ada County,Boise City city,83301.0,68641.0,51961.0,twin falls,Twin Falls,id,Idaho,Twin Falls,52315.0,1030.9,America/Boise,83301 83303,463.0,467.0,3.4,3.09,25.18,26.65,31.860000000000003,38.85,46.16,55.0,63.65,66.96000000000001,61.11111111111112,50.52222222222222,39.11111111111112,29.23333333333333
tyler,tx,92.8,48.0,texas,Anderson County,Elkhart,75707.0,44292.0,31765.0,tyler,Tyler,tx,Texas,Smith,138024.0,711.1,America/Chicago,75709 75702 75703 75701 75711 75710 75712 75713 75798 75799,487.0,470.0,3.44,3.27,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666
ukiah,ca,128.0,6.0,california,Alameda County,Alameda city,95482.0,67929.0,300000.0,ukiah,Ukiah,ca,California,Mendocino,16496.0,1336.1,America/Los_Angeles,95482 95418,507.0,496.0,3.42,3.1,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.3111111111111,56.93333333333333,48.47777777777778
utica,ny,94.1,36.0,new york,Albany County,Albany city,13501.0,58805.0,50954.0,utica,Utica,ny,New York,Oneida,116766.0,1494.5,America/New_York,13501 13502 13503 13504 13505 13599,502.0,489.0,3.41,3.15,25.51,22.45,27.27,37.22,49.98,60.42999999999999,66.99,68.94,64.69999999999999,56.13333333333333,43.91111111111111,33.166666666666664
valdosta,ga,89.2,13.0,georgia,Lowndes County,Remerton city,31601.0,25098.0,21410.0,valdosta,Valdosta,ga,Georgia,Lowndes,75919.0,593.0,America/New_York,31698 31602 31601 31605 31603 31604,486.0,490.0,3.47,3.26,49.53,49.39,54.55,60.57000000000001,67.63,74.94,79.42,80.11,77.80000000000001,71.45555555555556,61.1,53.58888888888889
vallejo,ca,125.2,6.0,california,Alameda County,Alameda city,94589.0,109285.0,300000.0,vallejo,Vallejo,ca,California,Solano,169541.0,1588.3,America/Los_Angeles,94592 94591 94589 94590,507.0,496.0,3.42,3.1,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.3111111111111,56.93333333333333,48.47777777777778
vineland,nj,97.8,34.0,new jersey,Atlantic County,Absecon city,8360.0,81891.0,300000.0,vineland,Vineland,nj,New Jersey,Cumberland,86042.0,343.2,America/New_York,08344 08360 08361 08362,521.0,500.0,3.39,3.25,35.05,32.910000000000004,37.47,46.14,56.79,66.37,73.67999999999999,75.57000000000001,71.24444444444445,62.95555555555556,51.15555555555555,41.5
virginia beach,va,99.0,51.0,virginia,Accomack County,Chincoteague,23462.0,64304.0,57119.0,virginia beach,Virginia Beach,va,Virginia,Virginia Beach,1443020.0,722.4,America/New_York,23459 23451 23453 23452 23455 23457 23456 23454 23460 23461 23462 23464 23450 23458 23463 23465 23466 23467 23471 23479,517.0,518.0,3.47,3.17,38.42,37.34,42.53,50.66,60.16,68.39,74.15,75.25,71.69999999999999,64.21111111111111,52.6,43.68888888888889
visalia,ca,103.6,6.0,california,Tulare County,Patterson Tract,93292.0,50731.0,32526.0,visalia,Visalia,ca,California,Tulare,163681.0,1433.0,America/Los_Angeles,93277 93291 93292 93278 93279 93290,507.0,496.0,3.42,3.1,45.25,46.98,49.85,54.49,60.010000000000005,67.62,75.06,77.17999999999999,73.80000000000001,66.3111111111111,56.93333333333333,48.47777777777778
