City,State,Cost of Living Index,State_Code,State_Name,County,Place,Zip_Code,Mean,Median,city,city_ascii,state_id,state_name,county_name,population,density,timezone,zips,Total.Math,Total.Verbal,Academic Subjects.English.Average GPA,Academic Subjects.Mathematics.Average GPA,average_temp_january,average_temp_february,average_temp_march,average_temp_april,average_temp_may,average_temp_june,average_temp_july,average_temp_august,average_temp_september,average_temp_october,average_temp_november,average_temp_december
houston,tx,95.8,48.0,texas,Harris County,Bunker Hill Village city,77024.0,169670.0,300000.0,houston,Houston,tx,Texas,Harris,5970127.0,1384.0,America/Chicago,77069 77068 77061 77060 77063 77062 77065 77064 77067 77066 77346 77571 77036 77037 77034 77035 77032 77033 77030 77031 77038 77449 77093 77044 77043 77042 77204 77598 77018 77019 77015 77016 77017 77010 77011 77012 77013 77094 77091 77092 77053 77345 77547 77080 77025 77024 77027 77026 77021 77020 77023 77022 77029 77028 77096 77090 77098 77099 77078 77079 77072 77073 77070 77071 77076 77077 77074 77075 77407 77047 77046 77045 77041 77040 77048 77336 77339 77338 77489 77003 77002 77007 77006 77005 77004 77009 77008 77450 77086 77089 77088 77083 77082 77081 77087 77085 77084 77054 77055 77056 77057 77058 77059 77396 77051 77506 77504 77001 77052 77201 77202 77203 77205 77206 77207 77208 77210 77212 77213 77215 77216 77217 77218 77219 77220 77221 77222 77223 77225 77226 77227 77228 77229 77230 77231 77233 77234 77235 77236 77237 77241 77242 77243 77244 77245 77248 77249 77251 77252 77253 77254 77255 77256 77257 77259 77261 77262 77263 77266 77269 77270 77271 77272 77273 77274 77275 77282 77284 77287 77288 77289 77291 77292 77293 77297 77299 77315 77325 77411,487.0,470.0,3.44,3.27,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666
huntington,wv,84.3,54.0,west virginia,Barbour County,Philippi city,25702.0,25646.0,20282.0,huntington,Huntington,wv,West Virginia,Cabell,202754.0,1110.2,America/New_York,25703 25702 25701 25705 25704 25755 25706 25708 25709 25710 25711 25712 25713 25714 25716 25717 25718 25719 25720 25721 25722 25723 25724 25725 25726 25727 25728 25729 25772 25773 25774 25775 25776 25777 25778,500.0,509.0,3.71,3.47,34.410000000000004,32.77,38.43,47.18,57.15,65.52000000000001,70.88,72.12,69.04444444444444,61.388888888888886,49.31111111111111,40.2
huntsville,al,91.3,1.0,alabama,Autauga County,Autaugaville,35810.0,47407.0,33659.0,huntsville,Huntsville,al,Alabama,Madison,349482.0,376.2,America/Chicago,35801 35803 35802 35805 35806 35741 35824 35763 35757 35756 35810 35811 35816 35896 35742 35762 35804 35807 35809 35814 35815 35893 35894 35895 35897 35899,541.0,547.0,3.67,3.47,47.94,47.85,53.67,59.98,67.05,74.59,79.2,79.95,77.9,71.35555555555555,60.15555555555555,52.16666666666666
huntsville,tx,91.2,48.0,texas,Anderson County,Elkhart,77320.0,0.0,0.0,huntsville,Huntsville,tx,Texas,Walker,46202.0,418.9,America/Chicago,77341 77342 77320 77340 77343 77344 77348 77349,487.0,470.0,3.44,3.27,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666
hutchinson,ks,84.0,20.0,kansas,Allen County,Gas city,67502.0,50512.0,36080.0,hutchinson,Hutchinson,ks,Kansas,Reno,39995.0,628.3,America/Chicago,67502 67501,594.0,588.0,3.72,3.54,33.279999999999994,32.239999999999995,38.92,49.22,58.32000000000001,69.51,77.17999999999999,77.65,73.80000000000001,63.84444444444445,50.16666666666666,39.27777777777778
idaho falls,id,91.7,16.0,idaho,Ada County,Boise City city,83404.0,78701.0,59580.0,idaho falls,Idaho Falls,id,Idaho,Bonneville,108544.0,971.5,America/Boise,83401 83402 83404 83415,463.0,467.0,3.4,3.09,25.18,26.65,31.860000000000003,38.85,46.16,55.0,63.65,66.96000000000001,61.11111111111112,50.52222222222222,39.11111111111112,29.23333333333333
indiana,pa,90.8,42.0,pennsylvania,Adams County,Abbottstown,15701.0,100715.0,79629.0,indiana,Indiana,pa,Pennsylvania,Indiana,14082.0,3090.5,America/New_York,15701 15705,505.0,499.0,3.51,3.33,29.94,27.45,32.61,42.260000000000005,53.75,63.28,69.57000000000001,71.03999999999999,67.13333333333334,58.95555555555556,46.73333333333333,36.71111111111111
indianapolis,in,90.2,18.0,indiana,Marion County,Clermont,46234.0,69027.0,57622.0,indianapolis,Indianapolis,in,Indiana,Marion,1729849.0,941.8,America/Indiana/Indianapolis,46234 46237 46218 46219 46217 46214 46260 46268 46226 46225 46183 46231 46235 46236 46239 46254 46250 46208 46201 46203 46202 46205 46204 46206 46256 46259 46227 46224 46222 46221 46220 46229 46228 46113 46278 46241 46240 46207 46209 46230 46242 46244 46247 46251 46253 46255 46262 46277 46282 46283 46285 46288 46298,501.0,496.0,3.41,3.17,31.3,28.85,35.3,45.9,57.15,67.45,72.88,73.28,70.26666666666667,61.977777777777774,48.62222222222223,37.922222222222224
iowa city,ia,93.5,19.0,iowa,Johnson County,Iowa City city,52240.0,61088.0,42441.0,iowa city,Iowa City,ia,Iowa,Johnson,130736.0,1127.0,America/Chicago,52245 52246 52240 52242 52243 52244,602.0,590.0,3.77,3.63,23.51,20.47,28.56,41.68,53.55,65.56,72.22999999999999,72.08,68.43333333333334,58.55555555555556,43.91111111111111,31.8
ithaca,ny,101.7,36.0,new york,Tompkins County,Cayuga Heights,14850.0,103670.0,79328.0,ithaca,Ithaca,ny,New York,Tompkins,31359.0,2246.8,America/New_York,14853 14850 14851,502.0,489.0,3.41,3.15,25.51,22.45,27.27,37.22,49.98,60.42999999999999,66.99,68.94,64.69999999999999,56.13333333333333,43.91111111111111,33.166666666666664
jackson,mi,87.4,26.0,michigan,Alcona County,Hubbard Lake,49202.0,31778.0,31743.0,jackson,Jackson,mi,Michigan,Jackson,82775.0,1119.2,America/Detroit,49201 49202 49203,610.0,594.0,3.76,3.66,23.95,20.21,25.22,35.96,48.440000000000005,60.07000000000001,66.99,68.59,64.69999999999999,55.34444444444445,42.47777777777778,31.47777777777777
jackson,ms,87.8,28.0,mississippi,Adams County,Cloverdale,39211.0,74570.0,54047.0,jackson,Jackson,ms,Mississippi,Hinds,335171.0,529.9,America/Chicago,39272 39206 39204 39203 39202 39201 39209 39269 39174 39210 39211 39212 39213 39216 39217 39060 39205 39207 39215 39225 39236 39250 39271 39282 39283 39284 39286 39289 39296 39298,567.0,582.0,3.79,3.72,48.16,47.86,53.760000000000005,60.44,67.67999999999999,75.42999999999999,80.06,80.72,78.74444444444445,72.0,60.45555555555556,52.333333333333336
jackson,tn,85.2,47.0,tennessee,Anderson County,Clinton city,38305.0,46069.0,31827.0,jackson,Jackson,tn,Tennessee,Madison,72836.0,446.9,America/Chicago,38305 38301 38303 38314,574.0,581.0,3.7,3.6,40.77,39.85,45.82,53.78,62.510000000000005,70.96000000000001,76.22,76.92,73.98888888888888,66.52222222222223,54.5,45.67777777777778
jacksonville,fl,99.0,12.0,florida,Alachua County,Gainesville city,32208.0,22488.0,20336.0,jacksonville,Jacksonville,fl,Florida,Duval,1288298.0,491.0,America/New_York,32224 32225 32226 32227 32220 32221 32222 32223 32228 32219 32218 32214 32217 32216 32211 32210 32212 32246 32244 32233 32234 32202 32250 32254 32257 32256 32208 32209 32206 32207 32204 32205 32203 32258 32277 32099 32201 32229 32231 32232 32235 32236 32238 32239 32241 32245 32247 32255,481.0,486.0,3.45,3.16,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71.0,65.2
jacksonville,nc,91.7,37.0,north carolina,Onslow County,Pumpkin Center,28546.0,66820.0,300000.0,jacksonville,Jacksonville,nc,North Carolina,Onslow,111830.0,568.9,America/New_York,28546 28547 28544 28542 28540 28543 28541 28545,505.0,498.0,3.54,3.34,43.47,42.73,47.6,54.8,63.46,71.31,76.52000000000001,77.38,74.32222222222222,67.27777777777777,56.15555555555555,48.04444444444445
jamestown,ny,91.3,36.0,new york,Chautauqua County,Jamestown West,14701.0,66200.0,62644.0,jamestown,Jamestown,ny,New York,Chautauqua,28679.0,1244.2,America/New_York,14701 14702,502.0,489.0,3.41,3.15,25.51,22.45,27.27,37.22,49.98,60.42999999999999,66.99,68.94,64.69999999999999,56.13333333333333,43.91111111111111,33.166666666666664
janesville,wi,89.8,55.0,wisconsin,Adams County,Adams city,53545.0,45913.0,38946.0,janesville,Janesville,wi,Wisconsin,Rock,71202.0,741.7,America/Chicago,53545 53546 53548 53547,606.0,591.0,3.77,3.64,19.03,15.46,22.79,35.55,48.42,60.65,67.54,68.34,64.22222222222223,54.18888888888889,40.06666666666667,27.73333333333333
jefferson city,mo,86.3,29.0,missouri,Adair County,Kirksville city,65101.0,75156.0,300000.0,jefferson city,Jefferson City,mo,Missouri,Cole,42644.0,456.7,America/Chicago,65101 65109 65102 65103 65104 65105 65106 65107 65108 65110 65111,599.0,596.0,3.7,3.59,34.230000000000004,32.239999999999995,39.18,49.84,59.67999999999999,69.7,75.97,76.3,72.93333333333334,64.07777777777778,50.888888888888886,40.63333333333334
johnson city,tn,88.1,47.0,tennessee,Washington County,Johnson City city,37604.0,56951.0,39548.0,johnson city,Johnson City,tn,Tennessee,Washington,131718.0,628.5,America/New_York,37614 37615 37601 37604 37602 37605 37684,574.0,581.0,3.7,3.6,40.77,39.85,45.82,53.78,62.510000000000005,70.96000000000001,76.22,76.92,73.98888888888888,66.52222222222223,54.5,45.67777777777778
johnstown,pa,87.6,42.0,pennsylvania,Adams County,Abbottstown,15902.0,32234.0,22692.0,johnstown,Johnstown,pa,Pennsylvania,Cambria,18429.0,1199.8,America/New_York,15906 15905 15902 15901 15907,505.0,499.0,3.51,3.33,29.94,27.45,32.61,42.260000000000005,53.75,63.28,69.57000000000001,71.03999999999999,67.13333333333334,58.95555555555556,46.73333333333333,36.71111111111111
jonesboro,ar,85.2,5.0,arkansas,Craighead County,Bono city,72404.0,39788.0,36140.0,jonesboro,Jonesboro,ar,Arkansas,Craighead,78379.0,377.4,America/Chicago,72467 72401 72404 72405 72402 72403,572.0,569.0,3.73,3.64,42.59,41.59,47.56,56.03,64.47,73.14,78.81,79.6,76.76666666666667,68.85555555555555,56.577777777777776,47.56666666666667
joplin,mo,85.2,29.0,missouri,Newton County,Cliff Village,64802.0,57759.0,300000.0,joplin,Joplin,mo,Missouri,Jasper,90384.0,525.7,America/Chicago,64804 64801 64802 64803,599.0,596.0,3.7,3.59,34.230000000000004,32.239999999999995,39.18,49.84,59.67999999999999,69.7,75.97,76.3,72.93333333333334,64.07777777777778,50.888888888888886,40.63333333333334
kahului,hi,158.5,15.0,hawaii,Hawaii County,Hilo,96732.0,49115.0,48509.0,kahului,Kahului,hi,Hawaii,Maui,27233.0,730.9,Pacific/Honolulu,96732 96733,509.0,487.0,3.4,3.15,73.5,73.6,73.9,75.5,76.5,78.0,79.0,80.0,79.0,78.0,76.0,74.0
kalamazoo,mi,89.3,26.0,michigan,Alcona County,Hubbard Lake,49048.0,30751.0,26735.0,kalamazoo,Kalamazoo,mi,Michigan,Kalamazoo,200838.0,1146.8,America/Detroit,49001 49006 49007 49008 49074 49005 49019,610.0,594.0,3.76,3.66,23.95,20.21,25.22,35.96,48.440000000000005,60.07000000000001,66.99,68.59,64.69999999999999,55.34444444444445,42.47777777777778,31.47777777777777
kalispell,mt,112.7,30.0,montana,Beaverhead County,Wisdom,59901.0,84399.0,74951.0,kalispell,Kalispell,mt,Montana,Flathead,25473.0,783.3,America/Denver,59901 59904,558.0,561.0,3.69,3.4,22.45,21.76,26.68,36.45,45.41,55.5,64.03999999999999,66.84,60.77777777777778,49.44444444444444,37.2,26.83333333333333
kankakee,il,91.0,17.0,illinois,Adams County,Camp Point,60901.0,39575.0,26805.0,kankakee,Kankakee,il,Illinois,Kankakee,66065.0,632.1,America/Chicago,60901,616.0,599.0,3.68,3.57,30.31,27.58,34.64,46.15,57.59,68.37,73.99,74.15,71.15555555555555,62.400000000000006,48.48888888888889,37.355555555555554
kansas city,mo,91.6,29.0,missouri,Adair County,Kirksville city,64116.0,97371.0,78531.0,kansas city,Kansas City,mo,Missouri,Jackson,1689556.0,620.7,America/Chicago,64161 64163 64164 64165 64167 64053 64118 64116 64151 64153 64155 64154 64157 64156 64158 64108 64109 64106 64102 64128 64129 64124 64125 64126 64127 64120 64123 64166 64119 64114 64117 64111 64110 64113 64112 64133 64146 64145 64149 64147 64105 64101 64139 64138 64132 64131 64130 64137 64136 64134 64121 64141 64148 64162 64170 64171 64179 64180 64184 64187 64188 64191 64195 64196 64197 64198 64199 64999,599.0,596.0,3.7,3.59,34.230000000000004,32.239999999999995,39.18,49.84,59.67999999999999,69.7,75.97,76.3,72.93333333333334,64.07777777777778,50.888888888888886,40.63333333333334
kapaa,hi,164.9,15.0,hawaii,Hawaii County,Hilo,96746.0,62182.0,300000.0,kapaa,Kapaa,hi,Hawaii,Kauai,10846.0,417.4,Pacific/Honolulu,96746,509.0,487.0,3.4,3.15,73.5,73.6,73.9,75.5,76.5,78.0,79.0,80.0,79.0,78.0,76.0,74.0
keene,nh,102.1,33.0,new hampshire,Belknap County,Alton,3431.0,39859.0,41368.0,keene,Keene,nh,New Hampshire,Cheshire,22907.0,238.4,America/New_York,03431 03435,531.0,525.0,3.42,3.19,23.22,20.85,25.54,35.5,48.25,58.75,65.63,67.75,63.2,54.15555555555555,41.84444444444445,30.700000000000003
kennewick,wa,99.7,53.0,washington,Adams County,Hatton,99336.0,84754.0,72324.0,kennewick,Kennewick,wa,Washington,Benton,259995.0,1138.5,America/Los_Angeles,99337 99336 99338,511.0,502.0,3.5,3.22,31.92,33.01,36.760000000000005,42.87,49.86,57.02,63.42999999999999,66.86,62.41111111111112,52.977777777777774,42.922222222222224,34.63333333333333
key west,fl,140.0,12.0,florida,Alachua County,Gainesville city,33040.0,64647.0,56938.0,key west,Key West,fl,Florida,Monroe,26078.0,1798.2,America/New_York,33040 33041 33045,481.0,486.0,3.45,3.16,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71.0,65.2
killeen,tx,88.6,48.0,texas,Anderson County,Elkhart,76549.0,45665.0,40128.0,killeen,Killeen,tx,Texas,Bell,265921.0,1086.4,America/Chicago,76541 76543 76542 76549 76540 76547,487.0,470.0,3.44,3.27,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666
kingsport,tn,86.0,47.0,tennessee,Anderson County,Clinton city,37664.0,60934.0,39849.0,kingsport,Kingsport,tn,Tennessee,Sullivan,101323.0,406.7,America/New_York,37665 37664 37663 37660 37662 37669,574.0,581.0,3.7,3.6,40.77,39.85,45.82,53.78,62.510000000000005,70.96000000000001,76.22,76.92,73.98888888888888,66.52222222222223,54.5,45.67777777777778
kingston,ny,106.1,36.0,new york,Ulster County,Hillside,12401.0,119931.0,93481.0,kingston,Kingston,ny,New York,Ulster,24018.0,1239.4,America/New_York,12401 12402,502.0,489.0,3.41,3.15,25.51,22.45,27.27,37.22,49.98,60.42999999999999,66.99,68.94,64.69999999999999,56.13333333333333,43.91111111111111,33.166666666666664
klamath falls,or,97.1,41.0,oregon,Baker County,Baker City city,97601.0,48468.0,30667.0,klamath falls,Klamath Falls,or,Oregon,Klamath,21806.0,419.3,America/Los_Angeles,97603 97601,523.0,524.0,3.55,3.31,33.230000000000004,34.8,38.03,42.93,48.9,56.4,64.19,67.77000000000001,62.96666666666667,53.833333333333336,44.17777777777778,35.97777777777778
knoxville,tn,91.6,47.0,tennessee,Loudon County,Farragut,37922.0,0.0,0.0,knoxville,Knoxville,tn,Tennessee,Knox,615829.0,750.3,America/New_York,37909 37902 37924 37920 37921 37922 37923 37929 37919 37918 37915 37914 37917 37916 37912 37901 37927 37928 37939 37950 37995 37996 37997,574.0,581.0,3.7,3.6,40.77,39.85,45.82,53.78,62.510000000000005,70.96000000000001,76.22,76.92,73.98888888888888,66.52222222222223,54.5,45.67777777777778
kokomo,in,84.9,18.0,indiana,Adams County,Berne city,46901.0,33544.0,27535.0,kokomo,Kokomo,in,Indiana,Howard,59534.0,626.7,America/Indiana/Indianapolis,46902 46901 46965 46903,501.0,496.0,3.41,3.17,31.3,28.85,35.3,45.9,57.15,67.45,72.88,73.28,70.26666666666667,61.977777777777774,48.62222222222223,37.922222222222224
la crosse,wi,91.8,55.0,wisconsin,Adams County,Adams city,54603.0,38478.0,24465.0,la crosse,La Crosse,wi,Wisconsin,La Crosse,94627.0,925.7,America/Chicago,54603 54601 54602,606.0,591.0,3.77,3.64,19.03,15.46,22.79,35.55,48.42,60.65,67.54,68.34,64.22222222222223,54.18888888888889,40.06666666666667,27.73333333333333
lafayette,la,89.6,22.0,louisiana,Acadia Parish,Crowley city,70506.0,68117.0,38530.0,lafayette,Lafayette,la,Louisiana,Lafayette,237565.0,839.2,America/Chicago,70508 70507 70506 70503 70501 70502 70504 70505 70509 70593 70596 70598,561.0,564.0,3.65,3.5,51.92,51.77,57.39,63.620000000000005,70.2,77.27000000000001,81.53,82.31,80.56666666666666,74.32222222222222,63.888888888888886,56.16666666666666
lagrange,ga,86.0,13.0,georgia,Appling County,Baxley city,30241.0,45779.0,29814.0,lagrange,LaGrange,ga,Georgia,Troup,31173.0,284.8,America/New_York,30240 30241,486.0,490.0,3.47,3.26,49.53,49.39,54.55,60.57000000000001,67.63,74.94,79.42,80.11,77.80000000000001,71.45555555555556,61.1,53.58888888888889
lake charles,la,89.4,22.0,louisiana,Acadia Parish,Crowley city,70601.0,72797.0,50839.0,lake charles,Lake Charles,la,Louisiana,Calcasieu,151109.0,670.5,America/Chicago,70605 70607 70601 70609 70615 70629 70602 70606 70612 70616,561.0,564.0,3.65,3.5,51.92,51.77,57.39,63.620000000000005,70.2,77.27000000000001,81.53,82.31,80.56666666666666,74.32222222222222,63.888888888888886,56.16666666666666
lake city,fl,93.6,12.0,florida,Alachua County,Gainesville city,32025.0,48348.0,40683.0,lake city,Lake City,fl,Florida,Columbia,12307.0,332.2,America/New_York,32055 32025 32056,481.0,486.0,3.45,3.16,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71.0,65.2
lake havasu city,az,98.4,4.0,arizona,Apache County,Chinle,86406.0,60355.0,47061.0,lake havasu city,Lake Havasu City,az,Arizona,Mohave,57294.0,477.4,America/Phoenix,86403 86406 86404 86405,529.0,523.0,3.52,3.29,43.37,45.14,50.07,56.64,63.21,72.46000000000001,80.03999999999999,80.58000000000001,76.88888888888889,68.41111111111111,57.66666666666666,47.97777777777778
lakeland,fl,96.4,12.0,florida,Alachua County,Gainesville city,33801.0,38865.0,33887.0,lakeland,Lakeland,fl,Florida,Polk,280346.0,663.9,America/New_York,33813 33803 33801 33805 33815 33811 33802 33804 33806,481.0,486.0,3.45,3.16,61.19,61.08,64.80999999999999,68.97,74.09,78.91,81.87,82.62,81.65555555555555,77.95555555555556,71.0,65.2
lancaster,pa,99.5,42.0,pennsylvania,Lancaster County,Smoketown,17602.0,73250.0,300000.0,lancaster,Lancaster,pa,Pennsylvania,Lancaster,402476.0,3096.9,America/New_York,17603 17602 17601 17608 17622 17699,505.0,499.0,3.51,3.33,29.94,27.45,32.61,42.260000000000005,53.75,63.28,69.57000000000001,71.03999999999999,67.13333333333334,58.95555555555556,46.73333333333333,36.71111111111111
lansing,mi,88.7,26.0,michigan,Alcona County,Hubbard Lake,48911.0,49160.0,37095.0,lansing,Lansing,mi,Michigan,Ingham,322561.0,1114.5,America/Detroit,48912 48933 48915 48911 48910 48906 48901 48909 48916 48919 48922 48924 48929 48930 48937 48951 48956,610.0,594.0,3.76,3.66,23.95,20.21,25.22,35.96,48.440000000000005,60.07000000000001,66.99,68.59,64.69999999999999,55.34444444444445,42.47777777777778,31.47777777777777
laredo,tx,90.1,48.0,texas,Webb County,Botines,78045.0,30833.0,300000.0,laredo,Laredo,tx,Texas,Webb,255293.0,922.7,America/Chicago,78046 78045 78043 78040 78041 78042,487.0,470.0,3.44,3.27,48.53,48.62,54.71,62.2,69.42999999999999,77.21000000000001,82.27000000000001,83.28,80.24444444444445,72.61111111111111,61.94444444444444,53.16666666666666
las cruces,nm,88.8,35.0,new mexico,Doña Ana County,Fairacres,88001.0,68731.0,49039.0,las cruces,Las Cruces,nm,New Mexico,Doña Ana,140915.0,558.4,America/Denver,88012 88011 88005 88007 88001 87654 88006 88013,545.0,551.0,3.58,3.36,36.3,37.6,43.29,50.24,57.54,67.05,73.72,73.69,69.82222222222222,61.37777777777777,50.37777777777777,41.06666666666667
las vegas,nv,100.7,32.0,nevada,Churchill County,Fallon city,89120.0,47974.0,44734.0,las vegas,Las Vegas,nv,Nevada,Clark,2248047.0,1755.1,America/Los_Angeles,89146 89149 89107 89106 89104 89102 89101 89108 89138 89130 89131 89134 89143 89145 89144 89110 89117 89129 89128 89124 88901 88905 89105 89114 89116 89125 89126 89127 89133 89137 89140 89151 89152 89153 89155 89163 89185 89195,496.0,494.0,3.44,3.04,32.89,34.910000000000004,39.49,45.81,52.44,62.120000000000005,71.62,73.92999999999999,68.35555555555555,57.8,46.51111111111111,36.86666666666667
laurel,ms,85.9,28.0,mississippi,Adams County,Cloverdale,39443.0,61370.0,34020.0,laurel,Laurel,ms,Mississippi,Jones,17241.0,410.0,America/Chicago,39440 39443 39441 39442,567.0,582.0,3.79,3.72,48.16,47.86,53.760000000000005,60.44,67.67999999999999,75.42999999999999,80.06,80.72,78.74444444444445,72.0,60.45555555555556,52.333333333333336
lawrence,ks,91.6,20.0,kansas,Allen County,Gas city,66044.0,46808.0,35595.0,lawrence,Lawrence,ks,Kansas,Douglas,96061.0,1075.1,America/Chicago,66045 66044 66047 66046 66049,594.0,588.0,3.72,3.54,33.279999999999994,32.239999999999995,38.92,49.22,58.32000000000001,69.51,77.17999999999999,77.65,73.80000000000001,63.84444444444445,50.16666666666666,39.27777777777778
lawton,ok,82.8,40.0,oklahoma,Adair County,Bell,73507.0,39083.0,27765.0,lawton,Lawton,ok,Oklahoma,Comanche,91023.0,431.6,America/Chicago,73503 73505 73501 73507 73502 73506,570.0,576.0,3.74,3.6,40.260000000000005,39.62,46.07,55.24,63.52,73.13,79.96000000000001,81.06,77.55555555555556,68.47777777777777,55.75555555555556,45.67777777777778
